adm4,local_datetime,subdistrict_name,t,hu,ws,wd,tcc,visibility,weather_desc_en,rain_level,sea_level,tide_height,flood
31.73.01.1001,2024-01-23 01:00:00,cengkareng barat,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.01.1002,2024-01-23 01:00:00,duri kosambi,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.01.1003,2024-01-23 01:00:00,rawa buaya,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.01.1004,2024-01-23 01:00:00,kedaung kali angke,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.01.1005,2024-01-23 01:00:00,kapuk,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.01.1006,2024-01-23 01:00:00,cengkareng timur,30.21,78.02,9.8,NE,56.85,6.34,Clear,0,1.13,0.78,0
31.73.05.1001,2024-01-23 03:00:00,kebon jeruk,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1002,2024-01-23 03:00:00,sukabumi utara,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1003,2024-01-23 03:00:00,sukabumi selatan,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1004,2024-01-23 03:00:00,kelapa dua,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1005,2024-01-23 03:00:00,duri kepa,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1006,2024-01-23 03:00:00,kedoya utara,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1007,2024-01-23 03:00:00,kedoya selatan,32.72,72.35,15.17,E,89.19,3.79,Light Rain,1,1.01,1.6,0
31.73.05.1001,2024-01-23 04:00:00,kebon jeruk,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1002,2024-01-23 04:00:00,sukabumi utara,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1003,2024-01-23 04:00:00,sukabumi selatan,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1004,2024-01-23 04:00:00,kelapa dua,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1005,2024-01-23 04:00:00,duri kepa,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1006,2024-01-23 04:00:00,kedoya utara,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.05.1007,2024-01-23 04:00:00,kedoya selatan,33.73,73.02,28.23,N,55.5,5.03,Thunderstorm,4,0.81,2.31,1
31.73.08.1001,2024-01-23 06:00:00,kembangan utara,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.08.1002,2024-01-23 06:00:00,meruya utara,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.08.1003,2024-01-23 06:00:00,meruya selatan,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.08.1004,2024-01-23 06:00:00,srengseng,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.08.1005,2024-01-23 06:00:00,joglo,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.08.1006,2024-01-23 06:00:00,kembangan selatan,31.5,77.33,3.08,W,22.45,9.86,Cloudy,0,1.2,2.39,0
31.73.05.1001,2024-01-23 07:00:00,kebon jeruk,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1002,2024-01-23 07:00:00,sukabumi utara,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1003,2024-01-23 07:00:00,sukabumi selatan,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1004,2024-01-23 07:00:00,kelapa dua,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1005,2024-01-23 07:00:00,duri kepa,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1006,2024-01-23 07:00:00,kedoya utara,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.05.1007,2024-01-23 07:00:00,kedoya selatan,25.3,69.02,11.78,NE,98.45,3.63,Clear,0,0.46,1.89,0
31.73.01.1001,2024-01-23 08:00:00,cengkareng barat,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1002,2024-01-23 08:00:00,duri kosambi,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1003,2024-01-23 08:00:00,rawa buaya,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1004,2024-01-23 08:00:00,kedaung kali angke,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1005,2024-01-23 08:00:00,kapuk,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1006,2024-01-23 08:00:00,cengkareng timur,31.58,98.84,16.6,E,32.5,3.65,Light Rain,1,1.81,0.43,0
31.73.01.1001,2024-01-23 09:00:00,cengkareng barat,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.01.1002,2024-01-23 09:00:00,duri kosambi,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.01.1003,2024-01-23 09:00:00,rawa buaya,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.01.1004,2024-01-23 09:00:00,kedaung kali angke,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.01.1005,2024-01-23 09:00:00,kapuk,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.01.1006,2024-01-23 09:00:00,cengkareng timur,24.25,55.54,15.09,S,16.6,4.19,Thunderstorm,4,1.38,0.55,1
31.73.05.1001,2024-01-23 11:00:00,kebon jeruk,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1002,2024-01-23 11:00:00,sukabumi utara,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1003,2024-01-23 11:00:00,sukabumi selatan,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1004,2024-01-23 11:00:00,kelapa dua,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1005,2024-01-23 11:00:00,duri kepa,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1006,2024-01-23 11:00:00,kedoya utara,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.05.1007,2024-01-23 11:00:00,kedoya selatan,27.24,52.1,25.76,S,63.58,3.27,Heavy Rain,3,0.29,1.25,1
31.73.08.1001,2024-01-23 12:00:00,kembangan utara,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1002,2024-01-23 12:00:00,meruya utara,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1003,2024-01-23 12:00:00,meruya selatan,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1004,2024-01-23 12:00:00,srengseng,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1005,2024-01-23 12:00:00,joglo,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1006,2024-01-23 12:00:00,kembangan selatan,28.89,87.0,20.31,W,47.36,9.24,Light Rain,1,1.25,2.26,1
31.73.08.1001,2024-01-23 15:00:00,kembangan utara,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.08.1002,2024-01-23 15:00:00,meruya utara,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.08.1003,2024-01-23 15:00:00,meruya selatan,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.08.1004,2024-01-23 15:00:00,srengseng,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.08.1005,2024-01-23 15:00:00,joglo,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.08.1006,2024-01-23 15:00:00,kembangan selatan,28.46,92.92,22.45,W,27.61,1.93,Rain,2,1.1,0.6,1
31.73.04.1001,2024-01-23 16:00:00,tambora,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1002,2024-01-23 16:00:00,kali anyar,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1003,2024-01-23 16:00:00,duri utara,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1004,2024-01-23 16:00:00,tanah sereal,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1005,2024-01-23 16:00:00,krendang,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1006,2024-01-23 16:00:00,jembatan besi,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1007,2024-01-23 16:00:00,angke,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1008,2024-01-23 16:00:00,jembatan lima,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1009,2024-01-23 16:00:00,pekojan,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1010,2024-01-23 16:00:00,roa malaka,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.04.1011,2024-01-23 16:00:00,duri selatan,26.74,64.61,13.18,SW,83.82,6.91,Cloudy,0,0.87,0.76,0
31.73.05.1001,2024-01-23 19:00:00,kebon jeruk,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1002,2024-01-23 19:00:00,sukabumi utara,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1003,2024-01-23 19:00:00,sukabumi selatan,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1004,2024-01-23 19:00:00,kelapa dua,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1005,2024-01-23 19:00:00,duri kepa,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1006,2024-01-23 19:00:00,kedoya utara,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1007,2024-01-23 19:00:00,kedoya selatan,28.51,90.25,20.21,NE,51.22,9.71,Clear,0,0.92,1.59,0
31.73.05.1001,2024-01-23 21:00:00,kebon jeruk,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1002,2024-01-23 21:00:00,sukabumi utara,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1003,2024-01-23 21:00:00,sukabumi selatan,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1004,2024-01-23 21:00:00,kelapa dua,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1005,2024-01-23 21:00:00,duri kepa,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1006,2024-01-23 21:00:00,kedoya utara,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.05.1007,2024-01-23 21:00:00,kedoya selatan,31.95,98.14,20.82,NW,77.69,9.51,Heavy Rain,3,1.98,2.02,1
31.73.01.1001,2024-01-23 22:00:00,cengkareng barat,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.01.1002,2024-01-23 22:00:00,duri kosambi,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.01.1003,2024-01-23 22:00:00,rawa buaya,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.01.1004,2024-01-23 22:00:00,kedaung kali angke,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.01.1005,2024-01-23 22:00:00,kapuk,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.01.1006,2024-01-23 22:00:00,cengkareng timur,30.94,86.33,6.89,NW,56.16,7.09,Rain,2,1.17,2.57,0
31.73.04.1001,2024-01-24 04:00:00,tambora,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1002,2024-01-24 04:00:00,kali anyar,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1003,2024-01-24 04:00:00,duri utara,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1004,2024-01-24 04:00:00,tanah sereal,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1005,2024-01-24 04:00:00,krendang,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1006,2024-01-24 04:00:00,jembatan besi,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1007,2024-01-24 04:00:00,angke,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1008,2024-01-24 04:00:00,jembatan lima,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1009,2024-01-24 04:00:00,pekojan,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1010,2024-01-24 04:00:00,roa malaka,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.04.1011,2024-01-24 04:00:00,duri selatan,33.51,85.18,15.45,N,41.05,1.94,Light Rain,1,0.91,0.36,0
31.73.05.1001,2024-01-24 06:00:00,kebon jeruk,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1002,2024-01-24 06:00:00,sukabumi utara,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1003,2024-01-24 06:00:00,sukabumi selatan,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1004,2024-01-24 06:00:00,kelapa dua,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1005,2024-01-24 06:00:00,duri kepa,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1006,2024-01-24 06:00:00,kedoya utara,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.05.1007,2024-01-24 06:00:00,kedoya selatan,28.32,54.83,2.51,NE,28.38,8.16,Cloudy,0,0.15,0.36,0
31.73.01.1001,2024-01-24 07:00:00,cengkareng barat,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.01.1002,2024-01-24 07:00:00,duri kosambi,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.01.1003,2024-01-24 07:00:00,rawa buaya,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.01.1004,2024-01-24 07:00:00,kedaung kali angke,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.01.1005,2024-01-24 07:00:00,kapuk,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.01.1006,2024-01-24 07:00:00,cengkareng timur,33.44,62.09,0.57,SW,47.68,2.27,Cloudy,0,1.64,2.88,0
31.73.08.1001,2024-01-24 08:00:00,kembangan utara,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.08.1002,2024-01-24 08:00:00,meruya utara,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.08.1003,2024-01-24 08:00:00,meruya selatan,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.08.1004,2024-01-24 08:00:00,srengseng,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.08.1005,2024-01-24 08:00:00,joglo,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.08.1006,2024-01-24 08:00:00,kembangan selatan,28.2,50.62,4.97,W,29.77,2.17,Rain,2,1.12,2.18,1
31.73.05.1001,2024-01-24 13:00:00,kebon jeruk,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1002,2024-01-24 13:00:00,sukabumi utara,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1003,2024-01-24 13:00:00,sukabumi selatan,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1004,2024-01-24 13:00:00,kelapa dua,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1005,2024-01-24 13:00:00,duri kepa,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1006,2024-01-24 13:00:00,kedoya utara,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.05.1007,2024-01-24 13:00:00,kedoya selatan,28.09,65.0,6.67,E,25.1,9.31,Heavy Rain,3,1.4,2.59,1
31.73.08.1001,2024-01-24 15:00:00,kembangan utara,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.08.1002,2024-01-24 15:00:00,meruya utara,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.08.1003,2024-01-24 15:00:00,meruya selatan,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.08.1004,2024-01-24 15:00:00,srengseng,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.08.1005,2024-01-24 15:00:00,joglo,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.08.1006,2024-01-24 15:00:00,kembangan selatan,26.3,52.41,18.23,NW,16.08,4.19,Clear,0,0.22,1.55,0
31.73.01.1001,2024-01-24 16:00:00,cengkareng barat,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1002,2024-01-24 16:00:00,duri kosambi,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1003,2024-01-24 16:00:00,rawa buaya,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1004,2024-01-24 16:00:00,kedaung kali angke,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1005,2024-01-24 16:00:00,kapuk,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1006,2024-01-24 16:00:00,cengkareng timur,26.13,95.14,7.36,NE,75.16,6.9,Rain,2,1.41,2.8,0
31.73.01.1001,2024-01-24 19:00:00,cengkareng barat,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.01.1002,2024-01-24 19:00:00,duri kosambi,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.01.1003,2024-01-24 19:00:00,rawa buaya,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.01.1004,2024-01-24 19:00:00,kedaung kali angke,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.01.1005,2024-01-24 19:00:00,kapuk,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.01.1006,2024-01-24 19:00:00,cengkareng timur,27.69,79.66,7.03,E,20.72,7.14,Clear,0,0.79,1.42,0
31.73.08.1001,2024-01-24 20:00:00,kembangan utara,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.08.1002,2024-01-24 20:00:00,meruya utara,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.08.1003,2024-01-24 20:00:00,meruya selatan,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.08.1004,2024-01-24 20:00:00,srengseng,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.08.1005,2024-01-24 20:00:00,joglo,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.08.1006,2024-01-24 20:00:00,kembangan selatan,32.64,94.62,6.59,E,56.12,6.66,Thunderstorm,4,0.51,0.71,1
31.73.01.1001,2024-01-24 23:00:00,cengkareng barat,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.01.1002,2024-01-24 23:00:00,duri kosambi,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.01.1003,2024-01-24 23:00:00,rawa buaya,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.01.1004,2024-01-24 23:00:00,kedaung kali angke,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.01.1005,2024-01-24 23:00:00,kapuk,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.01.1006,2024-01-24 23:00:00,cengkareng timur,25.86,61.98,16.71,SW,65.92,5.1,Thunderstorm,4,0.43,1.58,1
31.73.05.1001,2024-01-25 00:00:00,kebon jeruk,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1002,2024-01-25 00:00:00,sukabumi utara,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1003,2024-01-25 00:00:00,sukabumi selatan,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1004,2024-01-25 00:00:00,kelapa dua,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1005,2024-01-25 00:00:00,duri kepa,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1006,2024-01-25 00:00:00,kedoya utara,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.05.1007,2024-01-25 00:00:00,kedoya selatan,32.69,89.73,12.47,S,74.68,9.02,Heavy Rain,3,1.23,1.2,1
31.73.01.1001,2024-01-25 01:00:00,cengkareng barat,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.01.1002,2024-01-25 01:00:00,duri kosambi,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.01.1003,2024-01-25 01:00:00,rawa buaya,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.01.1004,2024-01-25 01:00:00,kedaung kali angke,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.01.1005,2024-01-25 01:00:00,kapuk,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.01.1006,2024-01-25 01:00:00,cengkareng timur,31.77,51.73,12.87,W,19.95,6.13,Rain,2,0.91,1.4,0
31.73.05.1001,2024-01-25 02:00:00,kebon jeruk,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1002,2024-01-25 02:00:00,sukabumi utara,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1003,2024-01-25 02:00:00,sukabumi selatan,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1004,2024-01-25 02:00:00,kelapa dua,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1005,2024-01-25 02:00:00,duri kepa,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1006,2024-01-25 02:00:00,kedoya utara,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.05.1007,2024-01-25 02:00:00,kedoya selatan,31.71,79.14,16.23,W,13.2,8.49,Heavy Rain,3,0.95,2.94,0
31.73.08.1001,2024-01-25 03:00:00,kembangan utara,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.08.1002,2024-01-25 03:00:00,meruya utara,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.08.1003,2024-01-25 03:00:00,meruya selatan,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.08.1004,2024-01-25 03:00:00,srengseng,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.08.1005,2024-01-25 03:00:00,joglo,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.08.1006,2024-01-25 03:00:00,kembangan selatan,32.45,99.77,20.89,N,99.49,9.92,Cloudy,0,0.58,1.12,0
31.73.01.1001,2024-01-25 05:00:00,cengkareng barat,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.01.1002,2024-01-25 05:00:00,duri kosambi,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.01.1003,2024-01-25 05:00:00,rawa buaya,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.01.1004,2024-01-25 05:00:00,kedaung kali angke,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.01.1005,2024-01-25 05:00:00,kapuk,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.01.1006,2024-01-25 05:00:00,cengkareng timur,30.26,76.07,5.15,SW,14.84,7.23,Clear,0,1.02,0.49,0
31.73.04.1001,2024-01-25 06:00:00,tambora,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1002,2024-01-25 06:00:00,kali anyar,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1003,2024-01-25 06:00:00,duri utara,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1004,2024-01-25 06:00:00,tanah sereal,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1005,2024-01-25 06:00:00,krendang,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1006,2024-01-25 06:00:00,jembatan besi,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
31.73.04.1007,2024-01-25 06:00:00,angke,25.31,53.18,15.0,NW,27.09,7.07,Thunderstorm,4,1.13,0.24,1
