adm4,local_datetime,subdistrict_name,t,hu,ws,wd,tcc,visibility,weather_desc_en,rain_level,sea_level,tide_height,flood
31.73.04.1001,2024-01-20 13:00:00,tambora,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1002,2024-01-20 13:00:00,kali anyar,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1003,2024-01-20 13:00:00,duri utara,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1004,2024-01-20 13:00:00,tanah sereal,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1005,2024-01-20 13:00:00,krendang,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1006,2024-01-20 13:00:00,jembatan besi,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1007,2024-01-20 13:00:00,angke,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1008,2024-01-20 13:00:00,jembatan lima,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1009,2024-01-20 13:00:00,pekojan,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1010,2024-01-20 13:00:00,roa malaka,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.04.1011,2024-01-20 13:00:00,duri selatan,26.2,76.37,16.33,NW,87.53,2.69,Rain,2.0,0.62,2.16,1.0
31.73.01.1001,2024-01-20 14:00:00,cengkareng barat,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1002,2024-01-20 14:00:00,duri kosambi,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1003,2024-01-20 14:00:00,rawa buaya,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1004,2024-01-20 14:00:00,kedaung kali angke,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1005,2024-01-20 14:00:00,kapuk,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1006,2024-01-20 14:00:00,cengkareng timur,30.83,85.97,6.01,NE,22.36,2.66,Light Rain,1.0,1.79,0.72,0.0
31.73.01.1001,2024-01-20 17:00:00,cengkareng barat,28.95,86.57,22.14,SE,69.61,8.56,Rain,2.0,1.68,0.62,0.0
31.73.01.1002,2024-01-20 17:00:00,duri kosambi,28.95,86.57,22.14,SE,69.61,8.56,Rain,2.0,1.68,0.62,0.0
31.73.01.1003,2024-01-20 17:00:00,rawa buaya,28.95,86.57,22.14,SE,69.61,8.56,Rain,2.0,1.68,0.62,0.0
31.73.01.1004,2024-01-20 17:00:00,kedaung kali angke,28.95,86.57,22.14,SE,69.61,8.56,Rain,2.0,1.68,0.62,0.0
31.73.01.1005,2024-01-20 17:00:00,kapuk,28.95,86.57,22.14,SE,69.61,8.56,Rain,2.0,1.68,0.62,0.0
31.73.01.1006,2024-01-20 17:00:00,cengkareng timur,60.33473267341335,302.07041872264284,84.09301928545777,SE,271.80192892654173,40.92224421190043,Rain,5.782342113164703,7.616611933082017,2.081131456868971,0.0
31.73.04.1001,2024-01-20 20:00:00,tambora,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1002,2024-01-20 20:00:00,kali anyar,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1003,2024-01-20 20:00:00,duri utara,75.29732178218681,190.45248511995734,25.27996037310635,W,253.108822970718,26.79400059017152,Thunderstorm,16.804167570201155,0.4374625069630962,4.978892054716379,4.578463805474748
31.73.04.1004,2024-01-20 20:00:00,tanah sereal,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1005,2024-01-20 20:00:00,krendang,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1006,2024-01-20 20:00:00,jembatan besi,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1007,2024-01-20 20:00:00,angke,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1008,2024-01-20 20:00:00,jembatan lima,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1009,2024-01-20 20:00:00,pekojan,70.04281122970296,333.8008997428574,30.107102836364312,W,224.3933677366775,26.720761698383537,Thunderstorm,10.538976501292183,0.5603896151588814,5.617913800966547,2.639846012116915
31.73.04.1010,2024-01-20 20:00:00,roa malaka,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.04.1011,2024-01-20 20:00:00,duri selatan,32.25,90.95,11.13,W,95.12,6.15,Thunderstorm,4.0,0.16,1.57,1.0
31.73.05.1001,2024-01-20 22:00:00,kebon jeruk,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1002,2024-01-20 22:00:00,sukabumi utara,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1003,2024-01-20 22:00:00,sukabumi selatan,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1004,2024-01-20 22:00:00,kelapa dua,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1005,2024-01-20 22:00:00,duri kepa,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1006,2024-01-20 22:00:00,kedoya utara,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.05.1007,2024-01-20 22:00:00,kedoya selatan,30.78,85.51,17.53,NW,87.27,3.94,Clear,0.0,1.1,0.88,0.0
31.73.08.1001,2024-01-20 23:00:00,kembangan utara,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.08.1002,2024-01-20 23:00:00,meruya utara,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.08.1003,2024-01-20 23:00:00,meruya selatan,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.08.1004,2024-01-20 23:00:00,srengseng,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.08.1005,2024-01-20 23:00:00,joglo,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.08.1006,2024-01-20 23:00:00,kembangan selatan,29.66,65.72,16.15,NE,21.85,4.15,Rain,2.0,0.68,0.18,1.0
31.73.05.1001,2024-01-21 01:00:00,kebon jeruk,144.79620568682975,449.7059533391101,36.72706345042223,W,340.68646218936664,8.692708052538014,Heavy Rain,13.175731519807233,1.1241023393882763,4.438837728137136,2.767159412623818
31.73.05.1002,2024-01-21 01:00:00,sukabumi utara,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.05.1003,2024-01-21 01:00:00,sukabumi selatan,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.05.1004,2024-01-21 01:00:00,kelapa dua,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.05.1005,2024-01-21 01:00:00,duri kepa,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.05.1006,2024-01-21 01:00:00,kedoya utara,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.05.1007,2024-01-21 01:00:00,kedoya selatan,32.79,91.08,11.05,W,76.78,3.47,Heavy Rain,3.0,0.23,1.25,1.0
31.73.04.1001,2024-01-21 03:00:00,tambora,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1002,2024-01-21 03:00:00,kali anyar,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1003,2024-01-21 03:00:00,duri utara,98.26326148468324,289.1354776233846,75.60697396855358,NE,151.6422254315086,17.57507335057806,Clear,0.0,0.650688895427659,11.595691345039908,0.0
31.73.04.1004,2024-01-21 03:00:00,tanah sereal,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1005,2024-01-21 03:00:00,krendang,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1006,2024-01-21 03:00:00,jembatan besi,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1007,2024-01-21 03:00:00,angke,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1008,2024-01-21 03:00:00,jembatan lima,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1009,2024-01-21 03:00:00,pekojan,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1010,2024-01-21 03:00:00,roa malaka,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.04.1011,2024-01-21 03:00:00,duri selatan,30.58,67.89,19.99,NE,32.71,7.62,Clear,0.0,0.17,2.61,0.0
31.73.01.1001,2024-01-21 04:00:00,cengkareng barat,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.01.1002,2024-01-21 04:00:00,duri kosambi,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.01.1003,2024-01-21 04:00:00,rawa buaya,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.01.1004,2024-01-21 04:00:00,kedaung kali angke,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.01.1005,2024-01-21 04:00:00,kapuk,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.01.1006,2024-01-21 04:00:00,cengkareng timur,32.51,74.71,23.62,NW,88.57,6.63,Cloudy,0.0,1.34,2.27,0.0
31.73.04.1001,2024-01-21 06:00:00,tambora,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1002,2024-01-21 06:00:00,kali anyar,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1003,2024-01-21 06:00:00,duri utara,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1004,2024-01-21 06:00:00,tanah sereal,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1005,2024-01-21 06:00:00,krendang,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1006,2024-01-21 06:00:00,jembatan besi,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1007,2024-01-21 06:00:00,angke,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1008,2024-01-21 06:00:00,jembatan lima,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1009,2024-01-21 06:00:00,pekojan,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1010,2024-01-21 06:00:00,roa malaka,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.04.1011,2024-01-21 06:00:00,duri selatan,31.08,66.76,18.91,S,14.83,7.68,Heavy Rain,3.0,1.9,1.54,0.0
31.73.08.1001,2024-01-21 07:00:00,kembangan utara,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.08.1002,2024-01-21 07:00:00,meruya utara,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.08.1003,2024-01-21 07:00:00,meruya selatan,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.08.1004,2024-01-21 07:00:00,srengseng,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.08.1005,2024-01-21 07:00:00,joglo,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.08.1006,2024-01-21 07:00:00,kembangan selatan,32.37,58.69,7.45,NE,74.57,7.08,Thunderstorm,4.0,0.57,0.48,1.0
31.73.01.1001,2024-01-21 09:00:00,cengkareng barat,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.01.1002,2024-01-21 09:00:00,duri kosambi,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.01.1003,2024-01-21 09:00:00,rawa buaya,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.01.1004,2024-01-21 09:00:00,kedaung kali angke,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.01.1005,2024-01-21 09:00:00,kapuk,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.01.1006,2024-01-21 09:00:00,cengkareng timur,30.8,91.3,12.83,SW,86.42,4.17,Cloudy,0.0,1.02,0.7,0.0
31.73.04.1001,2024-01-21 10:00:00,tambora,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1002,2024-01-21 10:00:00,kali anyar,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1003,2024-01-21 10:00:00,duri utara,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1004,2024-01-21 10:00:00,tanah sereal,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1005,2024-01-21 10:00:00,krendang,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1006,2024-01-21 10:00:00,jembatan besi,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1007,2024-01-21 10:00:00,angke,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1008,2024-01-21 10:00:00,jembatan lima,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1009,2024-01-21 10:00:00,pekojan,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1010,2024-01-21 10:00:00,roa malaka,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1011,2024-01-21 10:00:00,duri selatan,30.19,55.03,13.28,NW,44.51,2.13,Light Rain,1.0,1.44,1.38,0.0
31.73.04.1001,2024-01-21 11:00:00,tambora,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1002,2024-01-21 11:00:00,kali anyar,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1003,2024-01-21 11:00:00,duri utara,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1004,2024-01-21 11:00:00,tanah sereal,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1005,2024-01-21 11:00:00,krendang,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1006,2024-01-21 11:00:00,jembatan besi,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1007,2024-01-21 11:00:00,angke,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1008,2024-01-21 11:00:00,jembatan lima,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1009,2024-01-21 11:00:00,pekojan,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1010,2024-01-21 11:00:00,roa malaka,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1011,2024-01-21 11:00:00,duri selatan,31.53,61.99,19.48,NW,25.15,2.17,Clear,0.0,0.23,0.29,0.0
31.73.04.1001,2024-01-21 12:00:00,tambora,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1002,2024-01-21 12:00:00,kali anyar,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1003,2024-01-21 12:00:00,duri utara,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1004,2024-01-21 12:00:00,tanah sereal,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1005,2024-01-21 12:00:00,krendang,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1006,2024-01-21 12:00:00,jembatan besi,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1007,2024-01-21 12:00:00,angke,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1008,2024-01-21 12:00:00,jembatan lima,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.04.1009,2024-01-21 12:00:00,pekojan,55.21591514547095,231.03582285396936,78.83919598174805,E,197.87542088782388,31.84055940068814,Rain,5.187445617485945,1.0877035190920803,5.405091200950626,4.185673230602501
31.73.04.1010,2024-01-21 12:00:00,roa malaka,65.12705628566276,139.68609529069508,129.39798138310752,E,171.8487029075117,15.52596313487553,Rain,9.516435933463582,1.2946931567577689,10.764306909498828,3.971519562262057
31.73.04.1011,2024-01-21 12:00:00,duri selatan,25.59,57.1,28.09,E,85.28,7.09,Rain,2.0,0.47,2.49,1.0
31.73.08.1001,2024-01-21 13:00:00,kembangan utara,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1002,2024-01-21 13:00:00,meruya utara,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1003,2024-01-21 13:00:00,meruya selatan,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1004,2024-01-21 13:00:00,srengseng,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1005,2024-01-21 13:00:00,joglo,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1006,2024-01-21 13:00:00,kembangan selatan,32.81,67.4,1.92,W,59.4,8.73,Light Rain,1.0,0.51,0.47,0.0
31.73.08.1001,2024-01-21 15:00:00,kembangan utara,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1002,2024-01-21 15:00:00,meruya utara,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1003,2024-01-21 15:00:00,meruya selatan,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1004,2024-01-21 15:00:00,srengseng,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1005,2024-01-21 15:00:00,joglo,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1006,2024-01-21 15:00:00,kembangan selatan,24.29,87.44,8.77,NE,74.83,6.66,Rain,2.0,0.46,2.61,0.0
31.73.08.1001,2024-01-21 19:00:00,kembangan utara,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.08.1002,2024-01-21 19:00:00,meruya utara,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.08.1003,2024-01-21 19:00:00,meruya selatan,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.08.1004,2024-01-21 19:00:00,srengseng,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.08.1005,2024-01-21 19:00:00,joglo,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.08.1006,2024-01-21 19:00:00,kembangan selatan,31.44,92.07,15.08,NW,84.58,6.21,Light Rain,1.0,1.89,2.43,0.0
31.73.01.1001,2024-01-21 20:00:00,cengkareng barat,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.01.1002,2024-01-21 20:00:00,duri kosambi,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.01.1003,2024-01-21 20:00:00,rawa buaya,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.01.1004,2024-01-21 20:00:00,kedaung kali angke,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.01.1005,2024-01-21 20:00:00,kapuk,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.01.1006,2024-01-21 20:00:00,cengkareng timur,25.61,73.56,1.69,SE,84.66,6.56,Cloudy,0.0,1.09,1.35,0.0
31.73.04.1001,2024-01-21 21:00:00,tambora,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1002,2024-01-21 21:00:00,kali anyar,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1003,2024-01-21 21:00:00,duri utara,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1004,2024-01-21 21:00:00,tanah sereal,155.03165602894575,256.6133016107232,36.95416418497534,W,314.94843289398483,24.459295393300735,Heavy Rain,11.50393542420979,1.5537817852918232,7.8404380002789535,2.0745020349087437
31.73.04.1005,2024-01-21 21:00:00,krendang,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1006,2024-01-21 21:00:00,jembatan besi,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1007,2024-01-21 21:00:00,angke,85.8780754472556,272.1286694705717,39.19868624767871,W,257.51888993076693,17.19919954925467,Heavy Rain,8.60322736101902,3.241601310633898,9.195581509795298,4.455788433513809
31.73.04.1008,2024-01-21 21:00:00,jembatan lima,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1009,2024-01-21 21:00:00,pekojan,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1010,2024-01-21 21:00:00,roa malaka,32.18,98.96,14.73,W,73.84,8.03,Heavy Rain,3.0,0.77,2.38,1.0
31.73.04.1011,2024-01-21 21:00:00,duri selatan,72.57612436928424,224.01215439779054,54.510103700500586,W,195.55534977512812,31.153233222321244,Heavy Rain,14.364598399307322,3.4431679044142283,6.5337929671341906,2.268988778333969
31.73.04.1001,2024-01-21 22:00:00,tambora,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1002,2024-01-21 22:00:00,kali anyar,96.18614802639493,318.1272474329277,85.5965056808672,SE,63.245226997324984,22.102535250538846,Clear,0.0,1.6845774450382343,3.503152756422181,0.0
31.73.04.1003,2024-01-21 22:00:00,duri utara,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1004,2024-01-21 22:00:00,tanah sereal,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1005,2024-01-21 22:00:00,krendang,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1006,2024-01-21 22:00:00,jembatan besi,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1007,2024-01-21 22:00:00,angke,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1008,2024-01-21 22:00:00,jembatan lima,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1009,2024-01-21 22:00:00,pekojan,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1010,2024-01-21 22:00:00,roa malaka,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1011,2024-01-21 22:00:00,duri selatan,32.32,81.71,27.81,SE,19.49,7.33,Clear,0.0,0.54,1.44,0.0
31.73.04.1001,2024-01-22 02:00:00,tambora,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1002,2024-01-22 02:00:00,kali anyar,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1003,2024-01-22 02:00:00,duri utara,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1004,2024-01-22 02:00:00,tanah sereal,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1005,2024-01-22 02:00:00,krendang,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1006,2024-01-22 02:00:00,jembatan besi,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1007,2024-01-22 02:00:00,angke,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1008,2024-01-22 02:00:00,jembatan lima,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1009,2024-01-22 02:00:00,pekojan,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1010,2024-01-22 02:00:00,roa malaka,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.04.1011,2024-01-22 02:00:00,duri selatan,30.17,84.32,19.66,S,42.67,8.66,Heavy Rain,3.0,1.11,2.38,1.0
31.73.08.1001,2024-01-22 04:00:00,kembangan utara,30.32,58.74,4.78,SW,75.28,6.76,Heavy Rain,3.0,0.85,1.71,1.0
31.73.08.1002,2024-01-22 04:00:00,meruya utara,30.32,58.74,4.78,SW,75.28,6.76,Heavy Rain,3.0,0.85,1.71,1.0
